"","PreCG.AF8.L.AF8.SA","SFGdor.AF8.L.AF8.SA","ORBsup.AF8.L.AF8.SA","MFG.AF8.L.AF8.SA","ORBmid.AF8.L.AF8.SA","IFGoperc.AF8.L.AF8.SA","IFGtriang.AF8.L.AF8.SA","ORBinf.AF8.L.AF8.SA","ROL.AF8.L.AF8.SA","SMA.AF8.L.AF8.SA","OLF.AF8.L.AF8.SA","SFGmed.AF8.L.AF8.SA","ORBsupmed.AF8.L.AF8.SA","REC.AF8.L.AF8.SA","INS.AF8.L.AF8.SA","ACG.AF8.L.AF8.SA","DCG.AF8.L.AF8.SA","PCG.AF8.L.AF8.SA","PHG.AF8.L.AF8.SA","CAL.AF8.L.AF8.SA","CUN.AF8.L.AF8.SA","LING.AF8.L.AF8.SA","SOG.AF8.L.AF8.SA","MOG.AF8.L.AF8.SA","IOG.AF8.L.AF8.SA","FFG.AF8.L.AF8.SA","PoCG.AF8.L.AF8.SA","SPG.AF8.L.AF8.SA","IPL.AF8.L.AF8.SA","SMG.AF8.L.AF8.SA","ANG.AF8.L.AF8.SA","PCUN.AF8.L.AF8.SA","PCL.AF8.L.AF8.SA","HES.AF8.L.AF8.SA","STG.AF8.L.AF8.SA","TPOsup.AF8.L.AF8.SA","MTG.AF8.L.AF8.SA","TPOmid.AF8.L.AF8.SA","ITG.AF8.L.AF8.SA","PreCG.AF8.R.AF8.SA","SFGdor.AF8.R.AF8.SA","ORBsup.AF8.R.AF8.SA","MFG.AF8.R.AF8.SA","ORBmid.AF8.R.AF8.SA","IFGoperc.AF8.R.AF8.SA","IFGtriang.AF8.R.AF8.SA","ORBinf.AF8.R.AF8.SA","ROL.AF8.R.AF8.SA","SMA.AF8.R.AF8.SA","OLF.AF8.R.AF8.SA","SFGmed.AF8.R.AF8.SA","ORBsupmed.AF8.R.AF8.SA","REC.AF8.R.AF8.SA","INS.AF8.R.AF8.SA","ACG.AF8.R.AF8.SA","DCG.AF8.R.AF8.SA","PCG.AF8.R.AF8.SA","PHG.AF8.R.AF8.SA","CAL.AF8.R.AF8.SA","CUN.AF8.R.AF8.SA","LING.AF8.R.AF8.SA","SOG.AF8.R.AF8.SA","MOG.AF8.R.AF8.SA","IOG.AF8.R.AF8.SA","FFG.AF8.R.AF8.SA","PoCG.AF8.R.AF8.SA","SPG.AF8.R.AF8.SA","IPL.AF8.R.AF8.SA","SMG.AF8.R.AF8.SA","ANG.AF8.R.AF8.SA","PCUN.AF8.R.AF8.SA","PCL.AF8.R.AF8.SA","HES.AF8.R.AF8.SA","STG.AF8.R.AF8.SA","TPOsup.AF8.R.AF8.SA","MTG.AF8.R.AF8.SA","TPOmid.AF8.R.AF8.SA","ITG.AF8.R.AF8.SA"
"PreCG.AF8.L.AF8.SA","1","0.7815406","0.5999872","0.9076000","0.759068344108254","0.8900235","0.511923082265858","0.712339313106556","0.6829409","0.7083429","0.37913105","0.6910033","0.992987158564242","0.526441602089963","0.6314019","0.999999469263229","0.789593689605286","0.3842651","0.5166582","0.549347688994851","0.71520813","0.51316935639907","0.660944324639657","0.554501564730141","0.997512362119192","0.668565034510899","0.8441391","0.454320848388234","0.3432969","0.72648750","0.506311957","0.5397499","0.586414278070265","0.999996882572855","0.7265168","0.7363576","0.7651535","0.464918273031621","0.6796038","0.9303208","0.7497930","0.9999930","0.8229462","0.5980298","0.6475067","0.905109090053854","0.5803059","0.8811628730091","0.655478120955862","0.999999557247286","0.8869924","0.9429724","0.71825864","0.6421082","0.88142922","0.7319560","0.346594572222093","0.5664337","0.53533165","0.6195686","0.558739159657411","0.553578780675529","0.599392113177087","0.699736044794672","0.6814308","0.7712676","0.69024057","0.533965609658177","0.46332820","0.46674812","0.5583684","0.661737177946768","0.999999971151778","0.6167208","0.6923349","0.7038508","0.999999579104233","0.6985703"
"SFGdor.AF8.L.AF8.SA","0.7842377","1","0.6548758","0.8892513","0.984121296132487","0.8943963","0.481911468613643","0.581138142463692","0.6306451","0.8854512","0.51250009","0.9522600","0.999986052413677","0.377709645612177","0.9623106","0.999999999429093","0.623873788097686","0.6464427","0.8428234","0.468206775467255","0.36030930","0.713244790589685","0.533102736607059","0.279177761417146","0.999995120289299","0.898257447888722","0.6044243","0.738437340791656","0.4952773","0.74603131","0.460728632","0.5972034","0.727638769254238","0.999999840112052","0.6512673","0.5204399","0.7532620","0.481335937790533","0.4684364","0.8490012","0.9999988","0.9328617","0.8079813","0.7813712","0.4743644","0.477261518604089","0.7270723","0.670121186618963","0.817875095416256","0.999928133182811","0.9970694","0.8203620","0.40909631","0.6263518","0.98614015","0.9999990","0.318943179246029","0.4129508","0.42106525","0.5425486","0.193288546386985","0.722334541742919","0.572142049853416","0.357147228137124","0.5891868","0.7390526","0.56257724","0.655050774267272","0.20808477","0.48524887","0.6106961","0.802548558399105","0.999999676769472","0.6602336","0.5832570","0.6687463","0.999999984676922","0.5345567"
"ORBsup.AF8.L.AF8.SA","0.6297766","0.6872418","1","0.8103239","0.999995739856673","0.9999805","0.621117405596763","0.891095894565518","0.8501462","0.7769774","0.36827192","0.6520198","0.999964534647188","0.478070444868742","0.7673323","0.99999706996539","0.910841663834969","0.6491791","0.7159156","0.527321520033647","0.41269527","0.395451040203873","0.355834980201565","0.374107465372785","0.993848772706721","0.989277330686381","0.6703027","0.576483129594186","0.5682116","0.99995649","0.754854193","0.7944741","0.999996472518496","0.999999385501083","0.7175348","0.6002455","0.8107151","0.668789240047663","0.9318311","0.6307761","0.6926093","0.9999990","0.8018622","0.9174340","0.6977087","0.999999874508709","0.8966579","0.999999725106632","0.690083910251689","0.999999727629031","0.7767069","0.9064722","0.76769105","0.6688246","0.76922131","0.9917847","0.436359609841169","0.6353574","0.54842524","0.5010316","0.318487036432309","0.613427042404014","0.726341259997537","0.680089715269342","0.7107084","0.5227447","0.72550960","0.860646337716373","0.50059054","0.57653934","0.8807571","0.849700677918251","0.999999860776324","0.9999985","0.6873507","0.6604255","0.999999867810537","0.8671814"
"MFG.AF8.L.AF8.SA","0.8900965","0.8950686","0.7993200","1","0.709482482880871","0.8639909","0.783206811035359","0.999547567436701","0.6004113","0.9104951","0.62559071","0.8472549","0.999958116044956","0.649970056895218","0.7758856","0.999999681573443","0.689768612823293","0.5409548","0.5208673","0.545866008804024","0.60967805","0.476884704034467","0.562774142864927","0.646705995848786","0.982708226826145","0.778023531867636","0.7689303","0.616150003925694","0.5109616","0.97306205","0.457343340","0.6759544","0.517361497567339","0.999998559247254","0.6959090","0.7183169","0.6560167","0.738136027724992","0.7276286","0.8377534","0.7173907","0.7956572","0.9999998","0.7322318","0.6474858","0.950594516845613","0.8760040","0.905220331175278","0.668902679233264","0.99999993418785","0.8729317","0.8037795","0.86749217","0.8896840","1","0.8551533","0.416697823291076","0.5421994","0.52892751","0.6394555","0.57832093879868","0.567812054154384","0.641468216715664","0.552281037513444","0.7516266","0.7509947","0.75863393","0.725271588092385","0.72115688","0.50355679","0.6461829","0.847648336201057","0.999999785457363","0.5936793","0.7393584","0.7201548","0.999983802565113","0.7057858"
"ORBmid.AF8.L.AF8.SA","0.8324243","0.9999785","0.9999998","0.7160311","1","0.9703982","0","0.999999935096785","0.8603152","0.9990014","0.79698369","0.9965128","0.999999295024977","0.749646047478262","0.9967883","0","0.998941373264034","0.9999003","0.6825808","0.998564621973611","0.89086615","0.99999766285924","0.668153347984365","0.46658722036831","0","0.999640268003134","0.9998207","0.920133911605713","0.9805132","0.83721609","0.653090364","0.9977278","0.999753850553648","0.99902929671991","0.7009512","0.9999882","0.7788056","0","0.9811604","0.9843963","0.9998107","0.9998168","0.9962870","0.9999998","0.6544508","0.753348233281895","0.9999998","0","0.940279835853555","0.99998696483658","0.9077934","0.9155797","0.72672843","0.6749013","0.99998225","0.9999990","0.432846321575882","0.6006520","0.99998498","0.8861322","0.539552208570728","0.767396005576991","0.999632240731033","0.585100806731611","0.9970508","0.5704801","0.99926805","0.999997835281962","0.47278438","0.98790229","0.9786361","0.99861151800844","0.999999613672661","0.9218563","0.7461078","0.6903137","0.999974242260526","0.9998495"
"IFGoperc.AF8.L.AF8.SA","0.9331544","0.9090663","0.9911270","0.8726150","0.960506318761398","1","0.960673154371534","0.859777953782814","0.9429243","0.7280323","0.77214990","0.7734890","0.999874861264526","0.812528012671775","0.7973019","0.99999956862457","0.726008005550327","0.6207210","0.7409052","0.6504943831045","0.75061991","0.398412970343049","0.504392924188767","0.508286690733972","0.999999852318455","0.999431319139381","0.8078282","0.720069208633039","0.8330677","0.70395516","0.692648816","0.7327091","0.570220030151863","0.99999987517895","0.8311304","0.6506568","0.7840582","0.482610333150791","0.7390927","0.8495951","0.7629870","0.9999993","0.8369805","0.9076994","0.9222791","0.999951433375827","0.8983477","0.956125329169613","0.75586520233194","0.999999963742368","0.9834650","0.7571062","0.72649850","0.8376617","0.91514339","0.9508382","0.715832251409857","0.5031113","0.71819262","0.5720310","0.370522845748441","0.437352141445533","0.783894161984741","0.671551186099761","0.7469950","0.8293834","0.90042937","0.652782763040333","0.53359748","0.50968677","0.7121081","0.85677840827953","0.999999336039777","0.9400169","0.6957856","0.7059680","0.999997601229418","0.8197167"
"IFGtriang.AF8.L.AF8.SA","0.5480338","0.5285475","0.6224879","0.9933619","0","0.9981335","1","0.276278061618568","0.5412178","0.2260371","0.20971041","0.6128133","0.999416183546079","0.190682202422854","0.7474078","0.366960658258114","0.559801118154962","0.9999967","0.9938087","0.044567552832981","0.45204532","0.371905981749473","0.592084295097062","0","0","0.669681096375262","0.5311386","0","0.7267652","0.99974962","0.008081827","0.3608691","0.198977124646913","0","0.1768089","0.5691133","0.7520246","0.931325564400612","0.3314501","0.5765908","0.7327620","0.6876936","0.5783681","0.7537908","0.3931301","0.999998510220865","0.3817809","0.474067817918451","0.430114263129504","0.999977881683942","0.6080732","0.5539339","0.23053834","0.5880750","0.03768777","0.7497413","0","0.5930704","0.07504333","0.7281217","0.261320912513065","0.367016866107807","0","0.357088545997867","0.5860463","0.6488245","0.07213514","0","0.14568186","0.84624783","0.3835614","0.138442923583081","0.999996265550636","0.9999041","0.2327518","0.5225417","0","0.4354708"
"ORBinf.AF8.L.AF8.SA","0.7280437","0.6251994","0.8943248","0.9944140","0.999999949845729","0.8534321","0.187770847857432","1","0.4169478","0.6128159","0.58396461","0.9999479","0.999996878287078","0.747708178187069","0.5398088","0.999790256870504","0.162075078204142","0.8036036","0.7502976","0.214938775588871","0.78315185","0.592542760910433","0.711011286650369","0.706811918718117","0.963801304136881","0.670226353215063","0.9959896","0.509216425900214","0.6881810","0.80494032","0.433991128","0.7740058","0.644665925691216","0","0.5950431","0.9999984","0.8568667","0.25596471063408","0.4692351","0.9990295","0.9987457","0.7268431","0.9974958","0.9063160","0.3589549","0.06358393208944","0.8063461","0.999992261494059","0.817865125620004","0.999184080291173","0.9794109","0.7264626","0.50186434","0.3398784","0.99999386","0.9999989","0.560279660189081","0.4336702","0.45175852","0.3213464","0.018404386013339","0.613711258248672","0.544830403729588","0.699421565725847","0.5583669","0.9999895","0.70631715","0.768720267955998","0.43534116","0.60892681","0.7674905","0.422594048090632","0.99998973462728","0.6234296","0.9834545","0.6241788","0.999997198334227","0.6154654"
"ROL.AF8.L.AF8.SA","0.6729019","0.5630265","0.8234884","0.5999036","0.697320323693631","0.9380156","0.471564008854939","0.392704517984606","1","0.5883483","0.22030593","0.9998819","0.998341013146116","0.410916657842779","0.5272796","0.999982770500091","0.619860021225347","0.6426885","0.5891899","0.587482149435613","0.58267843","0.425722386942169","0.537993187831119","0.316107655740478","0.933006378713785","0.92111654491811","0.5921135","0.681411789259332","0.5853051","0.67394685","0.284199325","0.5364233","0.610373318729645","0.999996778133214","0.5895990","0.5549847","0.5357542","0.585392606284828","0.6204711","0.5554183","0.4893443","0.6243775","0.6373988","0.9356513","0.6241420","0.999990284458797","0.6165871","0.999999877549574","0.609962878864058","0.999999642734965","0.6133128","0.6969460","0.68706898","0.4809610","0.99974296","0.7519994","0.57806557903096","0.4365117","0.55080055","0.6223726","0.493526488623756","0.377129078370229","0.460328314378388","0.175830351117764","0.6979606","0.6074658","0.56779953","0.646516695187423","0.48895229","0.29077836","0.6248808","0.746766662142245","0.999999901221919","0.9724386","0.3597581","0.5830991","0.999999303570412","0.5492260"
"SMA.AF8.L.AF8.SA","0.7509405","0.8636144","0.7788841","0.9166654","0.999995473761214","0.7219099","0.313159839203079","0.61973079553006","0.6179992","1","0.56797510","0.9008811","0.99999865703126","0.530943041442913","0.7076670","0.969536730502806","0.576794728327563","0.4865521","0.4845674","0.556419884038525","0.79996904","0.62484832978857","0.598762715722011","0.274421145936232","0.871072138589488","0.936058226817922","0.7668752","0.633070318508783","0.5027764","0.67064911","0.496021854","0.6698825","0.704290688925269","0.999999818518004","0.4741417","0.6459940","0.9101900","0.657920852800184","0.5039379","0.8807609","0.8502977","0.9980096","0.8443429","0.8356599","0.3109813","0.840023582446882","0.3543924","0.948566336825992","0.970124841934438","0.999999945188483","0.8577617","0.6725539","0.51159849","0.6486202","0.92725940","0.9218282","0.374002183229202","0.5358868","0.56862553","0.6625989","0.595840579501271","0.701906330937216","0.511765967037611","0.291720826759197","0.9193756","0.9590972","0.70593865","0.462832797780176","0.39762842","0.34186606","0.6381080","0.716667473770529","0.99999999873136","0.9903433","0.4463338","0.7135821","0.999999285790095","0.5438012"
"OLF.AF8.L.AF8.SA","0.3737415","0.4970155","0.3560331","0.6185956","0.74744755015285","0.7748494","0.187411246382108","0.582693514807427","0.2266759","0.5556116","1","0.4426206","0.999997871072445","0.999995876590764","0.5088249","0.704706257425164","0.499936002984584","0.4632331","0.5071308","0.34276307871367","0.34783441","0.185809752907557","0.310203223555808","0.27203463014642","0.986818864864935","0.51787611035642","0.5925466","0.352784499004157","0.6001216","0.99973348","0.422562758","0.5080979","0.574985782730827","0.999998900828206","0.3199391","0.3476217","0.5074411","0.27358587460507","0.4796760","0.5632817","0.2654175","0.5855274","0.6103814","0.3211105","0.3354570","0.785048391648718","0.4918288","0.453047045264796","0.508705864963059","0.999999999499299","0.4352744","0.6135776","0.60356579","0.3278530","0.62190004","0.5707398","0.190816598096966","0.4705761","0.28088888","0.3875343","0.25282267296836","0.342309508503074","0.323341763289305","0","0.3156134","0.5336095","0.65513252","0.55373489372143","0.55513656","0.45009909","0.4595164","0.488372492255277","0.999999686752569","0.5626074","0.4211978","0.4253876","0.99999833870948","0.4562012"
"SFGmed.AF8.L.AF8.SA","0.7029889","0.9918514","0.6319676","0.8841400","0.999960679685495","0.7476504","0.543455806533484","0.999745278891145","0.7783313","0.8949496","0.44036831","1","0.999072426645807","0.823836410427225","0.6986283","0.999988796085433","0.700645681823214","0.5137144","0.8605522","0.417323189508623","0.80413709","0.411668628961329","0.483606588237628","0.385482165669833","0.926866654462503","0.913225714992199","0.8091574","0.374082293661104","0.4435028","0.99999295","0.272593827","0.6656767","0.874982385431846","0.999979451912002","0.5821505","0.7153190","0.8050188","0.685651551447907","0.6160026","0.8552121","0.8025981","0.9999890","0.8189262","0.8186258","0.8502025","0.9901920651214","0.8509085","0.999996201517383","0.634303228832909","0.999999983362936","0.9959241","0.9548138","0.82766588","0.6867454","0.93466225","0.9999986","0.402902522840954","0.5090032","0.27052436","0.6299247","0.404746272279793","0.605017305253977","0.640470490311929","0.303792842731712","0.4643236","0.6970368","0.69633380","0.490428178440038","0.38868709","0.25742156","0.6243268","0.714577885733003","0.999999986719133","1","0.6833199","0.6939439","0.999999752261216","0.9990503"
"ORBsupmed.AF8.L.AF8.SA","0.9999319","0.9999299","0.9982672","0.9999987","0.999994393084637","0.9999904","0.99420635404007","0.999979837763007","0.9508109","0.9999995","0.99998115","0.8770398","1","0.999993292349776","0.9999970","0.992615662521617","0.999880290220418","0.9999996","0.9994101","0.988982464490303","0.60266205","0.999380491785445","0.949023312111035","0.524239306857679","0.999940598107211","0.999934968032505","0.7525510","0.909161371274095","0.9988190","0.94876433","0.952807514","0.9945439","0.999902351953127","0.999997401516717","0.9551753","0.9607468","0.9987879","0","0.9999743","0.9999056","0.9999137","0.7427082","0.9998723","0.9974262","0.8715896","0.999999999001429","0.9999998","0.429099074240232","0.999945796891724","0.999999382570276","0.9999996","0.9998560","0.91240494","0.9995217","0.99355400","0.9999980","0.603738913289989","0.6296744","0.96129944","0.9972319","0.636533474915884","0.728967251714468","0.760209122379577","0.999961319340788","0.9898456","0.9995813","0.99757913","0.914668975153875","0.87092127","0.99895274","0.8586973","0.999999931386871","0.999999994724428","0.6508835","0.9997194","0.8360567","0.999997935760248","0.9984958"
"REC.AF8.L.AF8.SA","0.5532739","0.4346968","0.4928400","0.6715784","0.585135963129141","0.7945508","0.186970431206155","0.67531578443684","0.4468585","0.5339743","0.99999980","0.7003248","0.999955946142523","1","0.6818505","0.321476711792194","0.440277604967988","0.8014158","0.6869240","0.224240389002631","0.47213065","0.221675893685684","0","0.050230349337643","0.999885017572943","0.597379234628651","0.5712104","0.8495011298116","0.9975421","0.99086881","0.431849525","0.6465829","0.615625912605191","0.999999245693653","0.7719535","0.2488810","0.7260405","0.433101808290997","0.8032871","0.5766593","0.9983689","0.3801017","0.9125026","0.2749917","0.3771351","0.675769024500729","0.7934912","0.50381996580576","0.998908509272838","0.999999998235236","0.7101125","0.5783784","0.59827591","0.9999999","0.84187971","0.6905610","0.426642325961379","0.3495786","0.33317229","0.9553868","0.125548656591572","0.037433826693832","0.441006925913394","0","0.4921299","0.5265094","0.61831244","0.516709092002366","0.42152645","0.74727694","0.9099512","0.601179676643195","0","0.7884972","0.4378316","0.7911754","0.999999925255317","0.4632480"
"INS.AF8.L.AF8.SA","0.6282193","0.8966049","0.7393506","0.7766058","0.916477510583437","0.7961902","0.715742336538412","0.52454019719104","0.5308698","0.6889607","0.50342127","0.6985437","0.999998263299583","0.697434224517238","1","0.917597389872537","0.51374947055441","0.4985161","0.6584853","0.439102096829101","0.47423617","0.428470892162609","0.415295932465813","0.40398276766465","0.999964253140046","0.991884003250691","0.7549429","0.582470552347829","0.6923867","0.89623649","0.615120470","0.6483661","0.558711834845438","0.999976166511815","0.7846452","0.7119745","0.6719853","0.366469758835334","0.6594794","0.7013395","0.6188928","0.8429763","0.6896457","0.6265649","0.6805023","0.947954889321997","0.4863973","0.997319032082313","0.650259043769096","0.999992488108282","0.7152696","0.8657194","0.58327312","1","0.99991968","0.8315571","0.417264883127404","0.4897857","0.47936969","0.5130714","0.402699554635692","0.447313251007988","0.607144634097665","0.54089472792695","0.6908524","0.5601768","0.63982390","0.705098959123118","0.51087680","0.58027317","0.6611915","0.432577985327178","0.999999940412513","0.8427522","0.7395856","0.6720826","0.99999939771729","0.6731137"
"ACG.AF8.L.AF8.SA","0.9999878","0.9999994","0.9999982","0.9997606","0","1","0.590116633331539","0.999924826790981","0.9999640","0.9997826","0.77603384","0.9913841","0.962867995112562","0.446688638121584","0.9999536","1","0.999999290000243","0.9999774","0.9998722","0.998891614056985","0.98582768","0.809501123874863","0.900603677548449","0.566001714787355","0","0.998558250032608","0.9999319","0.994379431818214","0.8372399","0.82188623","0.999706398","0.8813846","0.943275952316641","0.999998425438188","0.9978264","0.9983374","0.9319557","0.993504221456082","0.9995563","0.9999542","0.9936335","0.9999977","0.9999420","0.9999899","0.7015358","0.999999540403239","0.9998071","0.965114222436749","0.999999249607098","0.999999031667547","0.9999986","0.9999999","0.99999484","0.7541120","0.98338436","0.9999998","0","0.9999744","0.99979745","0.5676451","0.753223164048578","0.999967209590804","0.981467689646142","0.461541870275563","0.9562119","0.9998491","0.99985311","0.999997257477444","0.99895318","0.99989871","0.9790231","0.999999968931769","0.999999665024335","0.8665531","0.9999999","0.8516300","0.999998950250584","0.9991530"
"DCG.AF8.L.AF8.SA","0.8018757","0.6744683","0.8581860","0.7161778","0.9981876471811","0.7083317","0.509462933993246","0.131438171454678","0.6236816","0.5360311","0.50969291","0.6890245","0.999942921836164","0.423845033075499","0.5242674","0.999999695196594","1","0.9116375","0.7745995","0.371818104543137","0.46169336","0.50603362691535","0.719605168142483","0.569709721170045","0.996161743576461","0.731221056740556","0.8056894","0.877250908474142","0.9921174","0.65700093","0.732374018","0.5729645","0.501345151264891","0.999978463770806","0.6547991","0.7279421","0.5810733","0.999691482915445","0.6403001","0.7391052","0.7925819","0.5433618","0.6559433","0.4329899","0.4438910","0.146137039263103","0.4441637","0.99999995984261","0.782447578860631","0.999999759828389","0.9845153","0.7670114","0.50591339","0.7847105","0.99999033","0.9923568","0.751243844837543","0.3685029","0.65850824","0.4620124","0.638516468423107","0.093646246621149","0.651187536996023","0.641721743933284","0.7972565","0.7144490","0.59319991","0.827945713258893","0.43064065","0.55140074","0.6536084","0.511564219116905","0.999999991576385","0.9039756","0.5876090","0.6666584","0.999999676560522","0.6179950"
"PCG.AF8.L.AF8.SA","0.3991168","0.5645239","0.6001382","0.5387618","0.951007561891183","0.5704936","0.999990114412265","0.716276435874967","0.6351257","0.3998056","0.46806549","0.4899643","0.99999917553652","0.80956948971579","0.5147955","0.999995709161883","0.820989935489181","1","0.5927482","0.434552627844408","0.32472040","0.073523084412116","0.429180069068164","0.856522893104939","0.999974784400735","0.702132840922905","0.5583230","0.411572933686107","0.9965313","0.42393960","0.690741182","0.9052390","0.641196711918097","0.999992630170502","0.2569665","0.2537415","0.9966179","0.245479306516257","0.7181810","0.3330680","0.4222100","0.9999969","0.5437308","0.9999953","0.5717191","0.999896043421454","0.9050529","0.999998954292008","0.192555485357601","0.999999251062122","0.9999919","0.8300775","0.78394851","0.5951336","0.99912561","0.6680052","0.785806148302688","0.6030592","0.43780884","0.2506587","0.111767727940168","0.162205103412221","0.999646624465583","0.469006621033833","0.6400531","0.4739083","0.58501838","0.551091236892552","0.50332331","0.64843880","0.7281078","0.660778900849734","0.999994172046285","0.9998724","0.6643832","0.6160956","0.999999941555987","0.9876643"
