"","PreCG.AF8.L.AF8.SA","SFGdor.AF8.L.AF8.SA","ORBsup.AF8.L.AF8.SA","MFG.AF8.L.AF8.SA","ORBmid.AF8.L.AF8.SA","IFGoperc.AF8.L.AF8.SA","IFGtriang.AF8.L.AF8.SA","ORBinf.AF8.L.AF8.SA","ROL.AF8.L.AF8.SA","SMA.AF8.L.AF8.SA","OLF.AF8.L.AF8.SA","SFGmed.AF8.L.AF8.SA","ORBsupmed.AF8.L.AF8.SA","REC.AF8.L.AF8.SA","INS.AF8.L.AF8.SA","ACG.AF8.L.AF8.SA","DCG.AF8.L.AF8.SA","PCG.AF8.L.AF8.SA","PHG.AF8.L.AF8.SA","CAL.AF8.L.AF8.SA","CUN.AF8.L.AF8.SA","LING.AF8.L.AF8.SA","SOG.AF8.L.AF8.SA","MOG.AF8.L.AF8.SA","IOG.AF8.L.AF8.SA","FFG.AF8.L.AF8.SA","PoCG.AF8.L.AF8.SA","SPG.AF8.L.AF8.SA","IPL.AF8.L.AF8.SA","SMG.AF8.L.AF8.SA","ANG.AF8.L.AF8.SA","PCUN.AF8.L.AF8.SA","PCL.AF8.L.AF8.SA","HES.AF8.L.AF8.SA","STG.AF8.L.AF8.SA","TPOsup.AF8.L.AF8.SA","MTG.AF8.L.AF8.SA","TPOmid.AF8.L.AF8.SA","ITG.AF8.L.AF8.SA","PreCG.AF8.R.AF8.SA","SFGdor.AF8.R.AF8.SA","ORBsup.AF8.R.AF8.SA","MFG.AF8.R.AF8.SA","ORBmid.AF8.R.AF8.SA","IFGoperc.AF8.R.AF8.SA","IFGtriang.AF8.R.AF8.SA","ORBinf.AF8.R.AF8.SA","ROL.AF8.R.AF8.SA","SMA.AF8.R.AF8.SA","OLF.AF8.R.AF8.SA","SFGmed.AF8.R.AF8.SA","ORBsupmed.AF8.R.AF8.SA","REC.AF8.R.AF8.SA","INS.AF8.R.AF8.SA","ACG.AF8.R.AF8.SA","DCG.AF8.R.AF8.SA","PCG.AF8.R.AF8.SA","PHG.AF8.R.AF8.SA","CAL.AF8.R.AF8.SA","CUN.AF8.R.AF8.SA","LING.AF8.R.AF8.SA","SOG.AF8.R.AF8.SA","MOG.AF8.R.AF8.SA","IOG.AF8.R.AF8.SA","FFG.AF8.R.AF8.SA","PoCG.AF8.R.AF8.SA","SPG.AF8.R.AF8.SA","IPL.AF8.R.AF8.SA","SMG.AF8.R.AF8.SA","ANG.AF8.R.AF8.SA","PCUN.AF8.R.AF8.SA","PCL.AF8.R.AF8.SA","HES.AF8.R.AF8.SA","STG.AF8.R.AF8.SA","TPOsup.AF8.R.AF8.SA","MTG.AF8.R.AF8.SA","TPOmid.AF8.R.AF8.SA","ITG.AF8.R.AF8.SA"
"PHG.AF8.L.AF8.SA","0.5112140","0.8094966","0.6789093","0.5255400","0.661811448005367","0.7442230","0.156048506606555","0.735392405938988","0.6226155","0.4670293","0.53040098","0.8280464","0.999999650431117","0.738635162667565","0.6748367","0.999959380668054","0.768456364403974","0.6296259","1","0.2626483482595","0.54064073","0.520802443394419","0.180106678497823","0.377904153736168","0.999999767434815","0.6579207464405","0.7020493","0.265249205098444","0.6298169","1","0.999689789","0.6713110","0.372743713208085","0.999958429303601","0.4270808","0.6759886","0.6152099","0.973607559587621","0.7649036","0.5034485","0.6589347","0.9797666","0.5269158","0.7514876","0.3627357","0.514643332113988","0.4954331","0.856293470177225","0.56351466443722","0.99999904413206","0.5210297","0.9793052","0.64530087","0.9054316","0.92206604","0.6023561","0.375866336586206","1","0.30578603","0.4358105","0.36927790641519","0.52338079278132","0.50380565776027","0.330060054492087","0.6590623","0.4644257","0.76653009","0.911137223037691","0.36956361","0.73622748","0.5888196","0.576487951067634","0.999999954719792","0.4630088","0.9975285","0.7046387","0.999999987136578","0.6876972"
"CAL.AF8.L.AF8.SA","0.5647029","0.4865273","0.5284343","0.5455372","0.999998236063142","0.6295901","0.069608691561816","0.226560654610811","0.6017845","0.5092020","0.35585013","0.4218156","0","0.170039332403197","0.4563776","0.995571136074237","0.358471516640658","0.4408873","0.2731730","1","0.83058699","0.999975083996102","0.64827016171204","0.601763492337514","0.999477831220721","0.602068138592442","0.6017527","0.420951157260343","0.4957590","0.43086604","0.559873429","0.6831412","0.560722386435128","0.998368031150592","0.4442753","0.6252219","0.4077803","0.140154168732586","0.5660855","0.5530859","0.4803094","0.5387046","0.5597469","0.5220768","0.4937952","0","0.3934154","0.815746029646085","0.381720295673389","0.99999570884666","0.5501141","0.4776413","0.39746501","0.3718487","0.71315139","0.4404392","0.312360005939303","0.3265913","0.90867199","0.6359348","0.710325672602","0.653147358485924","0.5659277261796","0.748180306057121","0.6401399","0.6303658","0.53242379","0.557782494406738","0.20637849","0.32341287","0.6330736","0.505488172746106","0.999999491030896","0.6401451","0.5038165","0.5033032","0.999989363524424","0.5314202"
"CUN.AF8.L.AF8.SA","0.7296988","0.4004217","0.4253076","0.6338442","0.246833922713496","0.7502292","0.490034252240803","0.804633830501561","0.6280048","0.8000508","0.38512964","0.7757112","0.998913765640341","0.672490747263049","0.5252007","0.997751770692865","0.499715459034589","0.3646428","0.5751423","0.839123829369234","1","0.739744334189874","0.999967671550286","0.345179680617849","0.766066577037189","0.739583211175684","0.5546683","0.543431882375751","0.5302255","0.38866299","0.397935808","0.6363159","0.477753092656208","0.999999994049106","0.5562665","0.5402647","0.6568557","0.518181167522629","0.5234747","0.6512396","0.6293254","0.4998764","0.4145379","0.6270937","0.3874889","0.680362608433783","0.3969407","0.791679264569726","0.746136964294896","0.999996058511482","0.5049717","0.5012571","0.40875243","0.3912865","0.99999638","0.9342163","0.352693132409404","0.5546071","0.89983812","0.9456761","0.53336380805449","0.77112936668712","0.556764763784951","0.507991722399368","0.6547161","0.6231541","0.65681355","0.947428220037849","0.14324209","0.33248569","0.7808401","0.588520877236488","0.999999993822374","0.5153709","0.5004547","0.5959352","0.999998478530687","0.4419903"
"LING.AF8.L.AF8.SA","0.5671864","0.9049902","0.4297939","0.5327731","0.999998599668392","0.4123982","0.471725889813547","0.504327400528646","0.4667331","0.6411083","0.21114751","0.4491301","0.99999853849258","0.225353151675574","0.4794272","0.997826429805473","0.51220025430945","0.1338077","0.5597274","0.99999996221249","0.77636204","1","0.641197565183406","0.502449397980208","0.583324183362869","0.961390538070282","0.8043439","0.996938494237845","0.4234439","0.35925504","0.419014139","0.6140663","0.58345182496165","0.968244802721148","0.5850847","0.2440571","0.5323205","0.191271815636286","0.3702786","0.7758399","0.7366008","0.9999960","0.5824246","0.7682293","0.1619911","0","0.3944758","0.999999948436828","0.702813156536034","0.999999979088044","0.6239019","0.4877867","0.51453687","0.5231017","0.47525068","0.6780247","0","0.3172597","0.99993733","0.9111096","0.999999857321438","0.64199468302672","0.68570342169539","0.646759394827818","0.9206450","0.9929468","0.47775084","0.14420861768219","0.20429047","0.08853989","0.4586280","0.890184330725692","0.999997115735269","0.8330044","0.4065695","0.5416591","0.999999955309859","0.7029984"
"SOG.AF8.L.AF8.SA","0.6684378","0.5427453","0.3436849","0.5547140","0.520837841150809","0.4742457","0.554561237634722","0.653238096907013","0.5285145","0.5794604","0.29923952","0.4846666","0.998163458703983","0","0.3958895","0.365349759783351","0.669034605860975","0.4156167","0.1573317","0.643648684369706","0.99999851","0.509082633482726","1","0.586332432484015","0.99984730836907","0.440932403937697","0.4959600","0.928337228204389","0.2496152","0.06071462","0.232372179","0.6677590","0.447179963141236","0.999999225808855","0.9994267","0.8005573","0.5849394","0.455364379089685","0.4226403","0.6477439","0.3483765","0.6708498","0.6117451","0.4788607","0.2113003","0.992455871435473","0.4459884","0.536524198912942","0.239230755559398","0.999999924661684","0.6455096","0.4645363","0.33474680","0.1690667","0.57366881","0.4607235","0","0.3247307","0.54938059","0.7706359","0.229786801641245","0.999999276803469","0.697393105382958","0.402938039723791","0.5021170","0.5965866","0.77829841","0.770949253386948","0.07344157","0.19161493","0.5514198","0.461153679348904","0.999999892221916","0.1141843","0.5490300","0.5284672","0.999997878759467","0.4688368"
"MOG.AF8.L.AF8.SA","0.5736388","0.3112101","0.3712744","0.6273456","0.41393644910883","0.4836402","0","0.728090744035599","0.3014702","0.1767048","0.26356407","0.3940722","0.621245181085518","0","0.4133960","0.535618867078157","0.505440766829843","0.9213270","0.3920083","0.57329488281319","0.28359215","0.375030374693867","0.593363206813959","1","0.999999863180363","0.74106217702481","0.5996258","0.675710647317648","0.7954645","0.79386867","0.848473898","0.5753126","0.503495292171377","0.999998233552185","0.8360920","0.5729175","0.9389156","0.412793214365359","0.9814979","0.4697715","0.3685641","0.7558116","0.4489352","0.6547006","0.3522184","0.353501844069328","0.5518414","0.592281378956411","0.348179484504553","0.999999832380799","0.3375165","0.6511789","0.47542789","0.2081006","0.49316593","0.4625597","0.304237186126688","0.5246464","0.73914267","0.6975432","0.491396610713996","0.716396301050803","0.999999511307123","0.757358808770313","0.7177644","0.5083570","0.56608055","0.749108763741645","0.30498613","0.88329735","0.6351896","0.863332893235202","0.999999408582189","0.5165503","0.6937039","0.8405592","0.999933898583454","0.7487535"
"IOG.AF8.L.AF8.SA","0.9813554","0.9999928","1","0.9999992","0","0.9996757","0.675883483514692","0.814108105202921","0.9957327","0.9785129","0.99891420","0.9965358","0.999970475229508","0.999871577080728","0.9999249","0.813632073620287","0.999179704080378","0.9998917","0.9996101","0.99541957134716","0.90514079","0.989405415766474","0.999999668285003","0.999987752236938","1","0.999998651944814","0.9993712","0.885745404879343","0.9957536","0.84191321","0.999984361","1","0.994871496343498","0","0.9933095","0.9998784","0.9999548","0.999986835448134","0.9957153","0.9961442","0.9885163","0.9999760","0.9940477","0.9998991","0.9999975","0.998773828152154","0.9900454","0.999985761176041","0.990896336804253","0.999999973627946","0.9904685","0.9999224","0.99910468","0.9945928","0.99910429","0.9998716","0.702544741086264","0.9099922","0.99713006","0.9999060","0.999986411668252","0.998531069851729","0.999506644253391","0.99998573808484","0.9999892","0.9999972","0.98990399","0.932505825215268","0.99349695","0.99934725","0.9994091","0.995889520069524","0.999956498989292","0.9998818","0.9999975","0.9992358","0","0.9933214"
"FFG.AF8.L.AF8.SA","0.6927199","0.9418274","0.9600147","0.7977631","0.996583952158905","0.9354873","0.693597396972905","0.669669888607106","0.9999910","0.9308353","0.53407991","0.8696538","0.999958472841796","0.608313295895852","0.9988218","0.999303392886928","0.716019945809269","0.7547892","0.6778849","0.616446800060171","0.71247388","0.826575339507042","0.478926715404583","0.776056851135745","0.999733083630375","1","0.8800102","0.507789779579383","0.9890826","0.99932148","0.593358554","0.8814562","0.681183795907214","0.998019979591228","0.8406224","0.7973501","0.8814372","0.328224503545026","0.7884601","0.8630543","0.9465519","0.9999894","0.9353122","0.7706197","0.8411376","0.999999625144429","0.7871151","0.797998578977787","0.999993699832352","0.999999830299824","0.9999999","0.9755122","0.75140143","0.8436709","0.79700226","0.8465450","0.583204804546209","0.5923460","0.58407062","0.8934438","0.52274155179108","0.679072528981541","0.9549617555644","0.605727162472274","0.9999993","0.7951649","0.85239397","0.972459375761245","0.42967516","0.99868007","0.9843265","0.913500061548093","0","0.9999907","0.9920511","0.7560293","0.999999617496573","0.7779602"
"PoCG.AF8.L.AF8.SA","0.8324158","0.6126507","0.6425013","0.7695667","0.999999492142597","0.7872670","0.515874002897461","0.999898800716991","0.5989526","0.7389880","0.60711235","0.7380502","0.758384963110949","0.507666799252151","0.7593876","0.999999999791009","0.792643488262076","0.5581931","0.6826290","0.593336271198511","0.52495141","0.648844745024371","0.502382240862394","0.60626848357305","0.998886303965653","0.864641937255865","1","0.603278376445838","0.6541073","0.65560593","0.570954201","0.7338165","0.685046859577714","0.999988520822221","0.7600119","0.6319869","0.6808167","0.591356702853143","0.8374673","0.8213484","0.7686176","0.9885537","0.7733335","0.7005749","0.5238695","0.579992770554169","0.7417236","0.998932460749862","0.680887193577774","0.999999982039674","0.7037584","0.7804468","0.54099299","0.6285209","0.99696590","0.9999698","0.528754584012691","0.5856540","0.77752592","0.6081594","0.43297800283684","0.537829736165362","0.779773994377856","0.758367369074854","0.7856625","0.9373127","0.63335356","0.670035607339727","0.38894974","0.57807806","0.8160887","0.981973337651572","0.999999986202482","0.5981685","0.6707809","0.7281072","0.999997238412171","0.6416819"
"SPG.AF8.L.AF8.SA","0.4967000","0.8545152","0.5896348","0.6844595","0.999981491787127","0.7458599","0.06420386084827","0.558559038273557","0.7667880","0.6524396","0.37528262","0.4138151","0.999995219384507","0.989829934959883","0.6445219","0.999939611936034","0.907525794467637","0.4745421","0.2835666","0.440246303247852","0.54575872","0.999675651633684","0.967786933258371","0.824126415993176","0.820704348074085","0.509716823734656","0.6400819","1","0.9999605","0.99694146","0.495403849","0.8346266","0.904073546326262","0.99845007104498","0.4785779","0.9999999","0.7316052","0.496426935353685","0.8251077","0.6815485","0.6876389","0.9996982","0.4443451","0.5762328","0.6866937","0.539794811953919","0.7825578","0.999999666603065","0.818284745198328","0.999999322663853","0.6776081","0.8549094","0.66849071","0.4901299","0.49353692","0.6003906","0.465881458560488","0.7219357","0.32807350","0.5344207","0.259853514553786","0.999999995322503","0.748531889092711","0.438337879313369","0.5957744","0.8267003","0.99996018","0.764458154964166","0.43109039","0.56692938","0.7831363","0.555941526725853","0.999999991608366","0.8138626","0.8410907","0.5071129","0.999999836458699","0.9067324"
"IPL.AF8.L.AF8.SA","0.3839524","0.5349422","0.5724862","0.5350580","0.680755557555539","0.8329497","0.755976743192255","0.694210112220927","0.6198286","0.4726844","0.60906415","0.4753821","0.99994557419806","0.999867791990789","0.7108752","0.999941521350207","0.978713477307175","0.9998222","0.6667252","0.50982727411679","0.50144756","0.358327278552512","0.285407377644811","0.807463420072626","0.999200322188896","0.999902163065065","0.7106281","0.999292646149159","1","0.84681095","0.982836525","0.5380081","0.511660071761038","0.999858272071657","0.6416307","0.9999480","0.7314670","0.92068652746861","0.7182243","0.6032149","0.4200019","0.9998361","0.5442286","0.4200818","0.5633434","0.999974519982732","0.4743192","0.775455533119335","0.420219436109199","0.999999635365235","0.4389653","0.5797900","0.89057789","0.6147970","0.91894873","0.5321863","0.214262419911204","0.6340015","0.23905761","0.5332971","0.62429134962438","0.457449781217514","0.744034166019886","0.640550006878151","0.4465239","0.6887521","0.68245108","0.904136075287569","0.61666188","0.68534824","0.6662371","0.560153754022929","0.999999856890963","0.7975543","0.8325058","0.7358914","0.999999899166547","0.9982502"
"SMG.AF8.L.AF8.SA","0.7296223","0.7565589","0.9874181","0.9959766","0.820987771644744","0.7092780","0.954633694301864","0.719099678809029","0.7000304","0.6833279","0.99999895","0.9991853","0.978574735225293","0.999867890932198","0.9379439","0.711018315405877","0.676031219954188","0.4050575","0.9999453","0.438569658459243","0.40869646","0.342333851485206","0.102605890717053","0.802278458053488","0.999051937590261","0.999133781040951","0.6774994","0.998362236902202","0.8612500","1","0.999503151","0.8407563","0.228454025096287","0.999999136512463","0.8368092","0.7402161","0.6621852","0.572068838512087","0.7259119","0.5190260","0.6514080","0.9999903","0.9905500","0.7612127","0.4516518","0.997307814801028","0.5407996","0.873616710061025","0.556091065185935","0.999998737272014","0.9999751","0.9999972","0.81623553","0.9997628","0.94782187","0.7282730","0.102917137967312","0.9658796","0.66107383","0.6591534","0.26997313968755","0.745534001096952","0.688861426071499","0.695665345467001","0.7621771","0.8454593","0.33948042","0.999996964002243","0.99998854","0.76469039","0.8995339","0.692521995457978","0.999999664181602","0.7575702","0.8569444","0.8907067","0.999999747671504","0.7204358"
"ANG.AF8.L.AF8.SA","0.5598911","0.5394811","0.7863345","0.5164071","0.345668679264294","0.7239428","0.061788433778482","0.46427570765192","0.3419676","0.4780003","0.44754607","0.3442649","0.98815976533223","0.453047281340283","0.6666168","0.9999999933048","0.733257803440118","0.7612834","0.9944504","0.579571087007933","0.37616308","0.397974038591373","0.294385531369408","0.885857396399166","0.999999590114546","0.61928258498024","0.6073801","0.469593640519626","0.9999985","0.99999999","1","0.4266069","0.43113420117907","0.999850424883492","0.4828761","0.4251017","0.7609103","0.574122158526614","0.7232098","0.4303256","0.5426517","0.6523088","0.4728566","0.1989170","0.5925585","0.686180638089068","0.8246334","0.833717359817633","0.348142218553183","0.999998896503887","0.7509478","0.6009503","0.50379715","0.6210811","0.55063350","0.3516698","0.610550806452262","0.6478854","0.28819077","0.3369979","0.37609648776122","0.357619083337208","0.7387270886474","0.888628205413763","0.5765594","0.5712645","0.71457235","0.759053932850491","0.64667750","0.99570621","0.5810166","0.452106996487193","0.999999754082871","0.7902621","0.7936181","0.7455169","0.999998934865061","0.7880710"
"PCUN.AF8.L.AF8.SA","0.5624677","0.6317329","0.7745072","0.6947947","0.920626315254977","0.7157363","0.388383115307021","0.771341593385963","0.5680921","0.6692619","0.51885482","0.6802864","0.999988075662062","0.661110424242467","0.6852890","0.788849221839945","0.582561391324658","0.9987651","0.7115214","0.695777997647054","0.63611705","0.606369667294211","0.689533200783758","0.606975613225477","0.999966952413396","0.99907376290015","0.7502410","0.835427536279586","0.5741934","0.97571447","0.418120817","1","0.775786619175936","0.999999909858577","0.4468215","0.4647788","0.8636017","0.565144081967995","0.5734042","0.6577827","0.5786414","0.7677076","0.6077616","0.8784647","0.3003208","0.664495113967523","0.7231170","0.782660778453564","0.619645536424592","0.999999774194368","0.7180605","0.8377122","0.64009039","0.5473482","0.80233346","0.9925243","0.539001595363391","0.6376331","0.62830991","0.7219465","0.377396508297921","0.88668352595885","0.641196068582572","0.361036375069522","0.7110186","0.8034309","0.93748176","0.996169866446939","0.44184995","0.48548696","1","0.999680141945674","0.999999767565807","0.4842877","0.7292795","0.5550032","0.999999147429182","0.5909879"
"PCL.AF8.L.AF8.SA","0.6125814","0.7847193","0.9762785","0.5415394","0.998075856585703","0.5126601","0.167025715154035","0.594155693922503","0.5924424","0.6883536","0.58042880","0.8718246","0.999904234367578","0.591368608532678","0.5656611","0.695196319352235","0.501048772358255","0.6521713","0.3565953","0.561009891677295","0.45464401","0.550538630921013","0.464008883472853","0.551586980368977","0.99477607142858","0.657666339226846","0.6950533","0.870510624618114","0.5221878","0.21392119","0.407471444","0.7830999","1","0.429895612977732","0.3848304","0.4447045","0.4701166","0.52841835793986","0.4399686","0.5142512","0.7808037","0.7094595","0.6328951","0.7124581","0.5229309","0.018166653284619","0.7123460","0.999992966698015","0.823712944782897","0.999981782655855","0.7530966","0.8110501","0.75379867","0.6113179","0.51668455","0.8341847","0.597953346658975","0.1848233","0.60516300","0.2916383","0.261292566972533","0.53800847548968","0.523123980173256","0.582701280058072","0.4844531","0.7244329","0.74317983","0.999905304581566","0.55800228","0.47026164","0.7572973","0.973420759513742","0","0.5337922","0.3259633","0.7228245","0.998864073226413","0.4726272"
"HES.AF8.L.AF8.SA","0.9975772","0.9999995","1","0.9986646","0.999592762289701","0.9999394","0","0","0.9999985","1","0.99998574","0.9983498","0.999939982982324","0.999999336948947","0.9978908","0.966872665634177","0.996187966721653","0.9999998","0.9815429","0.934047276727357","0.99998352","0.994594155101779","0.999997981532983","0.994070742752699","0","0.984630185311732","0.9997208","0.978305318355058","0.8941410","1","0.841337317","0.9733411","0.410987371452371","1","0.9999991","0.9943611","0.9992850","0.244958538147192","0.9846241","0.9999769","1","0.5672377","0.9972058","0.9999952","0.9999832","0","0.5761768","0.920120059868813","0.999808553566556","0.937674551672483","0.9999995","0.9993710","0.99478702","0.9536039","0.99344245","0.9264339","0.999993812657245","0.9863286","0.99976481","0.9998858","0.912277768599535","0.997213411339281","0","0.998110836314719","0.9999946","0.9996627","0.99696888","0.99942509673164","0.99980570","0.99319484","0.9976405","0","0.999570389740385","0.9999677","0.9934991","0.9042082","0.999738324392458","0.9985278"
"STG.AF8.L.AF8.SA","0.7264035","0.6500110","0.6856590","0.7253678","0.638353505602076","0.8027249","0.163112701244023","0.571865656884397","0.6225311","0.3738812","0.32777223","0.5533981","0.935616461563328","0.762756228438658","0.7964618","0.999992780018616","0.614102843946237","0.2048368","0.4156069","0.414369038880258","0.50605464","0.457300937988533","0.999999553085536","0.788928197516891","0.999715914617508","0.829509530109931","0.7687728","0.378636967446765","0.6161816","0.82039202","0.379405964","0.4094279","0.374420381896547","0.999999416688723","1","0.6155442","0.8297857","0.170224577606069","0.6117543","0.5702236","0.5710410","0.9652846","0.7623907","0.8749800","0.5922586","0.852372401391003","0.4745008","0.835755673272072","0.588347541295565","0.999988126946119","0.7164710","0.6777745","0.50508605","0.8359117","0.72632437","0.7964824","0.144237661306939","0.4519269","0.42829902","0.6721119","0.462976625192735","0.767734913492262","0.688857145165654","0.629536099120389","0.6722785","0.7437930","0.16827575","0.77512268493891","0.65799594","0.54034165","0.4636835","0.642061356046825","0.999999968646609","0.9999999","0.5341487","0.8399236","0.999999988381632","0.7658797"
"TPOsup.AF8.L.AF8.SA","0.8192975","0.6085923","0.6252308","0.9696768","0.999973922809681","0.5940413","0.642626630433686","0.999999514508273","0.5915763","0.6626121","0.34071305","0.7723680","0.999772431525667","0.166921718962437","0.8470519","0.908891231574005","0.843037016072202","0.1741564","0.7625832","0.68305283314803","0.53122539","0.098638961301393","0.99923635463666","0.591617209687361","0.989920523473298","0.943603713478956","0.7632302","0.99833463558741","0.9999868","0.63246499","0.452773215","0.4474119","0.437503090749853","0.999987946752684","0.6070439","1","0.9729293","0.976931079230716","0.9932333","0.7880918","0.9998761","0.9998406","0.6042930","0.8698196","0.3741546","0.283931496595385","0.9997714","0.999999827962233","0.999953904414373","0.999999945525676","0.8362204","0.8788078","0.82947421","0.7872091","0.99999859","0.9998203","0.214374471045376","0.5582231","0.99851212","0.5711242","0.623068744807287","0.401491088536185","0.925774546994104","0.737886565218128","0.9456595","0.9999999","0.59031010","0.795644478273741","0.63804782","0.34835874","0.6944527","0.999999994605221","0.999996767111362","0.6091547","0.8998616","0.6242576","0.999999745616861","0.9998998"
"MTG.AF8.L.AF8.SA","0.7667473","0.7827008","0.8006252","0.6512878","0.760883966153388","0.7625679","0.700108837685241","0.821865520574584","0.5312255","0.9127433","0.51544077","0.6952208","0.99002158669547","0.695613953042431","0.6732539","0.903802573519069","0.575706467376732","0.9465680","0.6024957","0.373403217368043","0.61142896","0.460007325659546","0.621823476780118","0.978577373824343","0.999999871182554","0.865784601556119","0.6794878","0.643481170098669","0.7157784","0.64747868","0.710746640","0.8319546","0.45388848435583","0.999999984725146","0.8281131","0.9135225","1","0.808250368091738","0.8512730","0.7600026","0.6727858","0.6940851","0.7074782","0.8155905","0.6286845","0.605607951882151","0.6256822","0.993706728275177","0.489815067195395","0.99999999988867","0.9358500","0.6001733","0.53583788","0.6221193","0.97876447","0.6332273","0.690029204581545","0.6797529","0.47948359","0.5220227","0.516190180257922","0.494531206487547","0.813379351940062","0.93911794875317","0.7330343","0.6892640","0.60628972","0.834383633841418","0.59406030","0.64158431","0.7241697","0.558528985628394","0.999999978738714","0.9999586","0.6225847","0.9843335","0.999999499402158","0.9999685"
"TPOmid.AF8.L.AF8.SA","0.5029155","0.5295095","0.7175050","0.9988667","0.09240247728559","0.5148568","0.98624124652242","0.33889792396035","0.6857645","0.6809263","0.30435779","0.6930645","0.228638106544","0.503325919577392","0.4583188","0.99992528307843","0.999788430510547","0.2932948","0.9998700","0.171039237799632","0.51595143","0.205836114219878","0.506306737238493","0.45005666173962","0.999895390559735","0.346797526032949","0.6773170","0.495615551651417","0.9922386","0.65874466","0.584375824","0.5837642","0.650039738918692","0.999043811539959","0.2046273","0.9897037","0.9359127","1","0.6669342","0.6671297","0.5552529","0.5850922","0.5705003","0.8698364","0.1347542","0.504282366275371","0.4505494","0.88415426142126","0.999989578259447","0.999979038449564","0.6751956","0.9999733","0.61131813","0.1665292","0.50774263","0.7231167","0.645690297832257","0.8605209","0.51093141","0.3435943","0","0.560533543221795","0.54031821151267","0.561436800970709","0.7298142","0.6277132","0.97877683","0.849890712256323","0.99829619","0.25096751","0.6222457","0.720288584780514","0","0.3093855","0.6506452","0.5184549","0.999999986707396","0.5723609"
