"","PreCG.AF8.L.AF8.SA","SFGdor.AF8.L.AF8.SA","ORBsup.AF8.L.AF8.SA","MFG.AF8.L.AF8.SA","ORBmid.AF8.L.AF8.SA","IFGoperc.AF8.L.AF8.SA","IFGtriang.AF8.L.AF8.SA","ORBinf.AF8.L.AF8.SA","ROL.AF8.L.AF8.SA","SMA.AF8.L.AF8.SA","OLF.AF8.L.AF8.SA","SFGmed.AF8.L.AF8.SA","ORBsupmed.AF8.L.AF8.SA","REC.AF8.L.AF8.SA","INS.AF8.L.AF8.SA","ACG.AF8.L.AF8.SA","DCG.AF8.L.AF8.SA","PCG.AF8.L.AF8.SA","PHG.AF8.L.AF8.SA","CAL.AF8.L.AF8.SA","CUN.AF8.L.AF8.SA","LING.AF8.L.AF8.SA","SOG.AF8.L.AF8.SA","MOG.AF8.L.AF8.SA","IOG.AF8.L.AF8.SA","FFG.AF8.L.AF8.SA","PoCG.AF8.L.AF8.SA","SPG.AF8.L.AF8.SA","IPL.AF8.L.AF8.SA","SMG.AF8.L.AF8.SA","ANG.AF8.L.AF8.SA","PCUN.AF8.L.AF8.SA","PCL.AF8.L.AF8.SA","HES.AF8.L.AF8.SA","STG.AF8.L.AF8.SA","TPOsup.AF8.L.AF8.SA","MTG.AF8.L.AF8.SA","TPOmid.AF8.L.AF8.SA","ITG.AF8.L.AF8.SA","PreCG.AF8.R.AF8.SA","SFGdor.AF8.R.AF8.SA","ORBsup.AF8.R.AF8.SA","MFG.AF8.R.AF8.SA","ORBmid.AF8.R.AF8.SA","IFGoperc.AF8.R.AF8.SA","IFGtriang.AF8.R.AF8.SA","ORBinf.AF8.R.AF8.SA","ROL.AF8.R.AF8.SA","SMA.AF8.R.AF8.SA","OLF.AF8.R.AF8.SA","SFGmed.AF8.R.AF8.SA","ORBsupmed.AF8.R.AF8.SA","REC.AF8.R.AF8.SA","INS.AF8.R.AF8.SA","ACG.AF8.R.AF8.SA","DCG.AF8.R.AF8.SA","PCG.AF8.R.AF8.SA","PHG.AF8.R.AF8.SA","CAL.AF8.R.AF8.SA","CUN.AF8.R.AF8.SA","LING.AF8.R.AF8.SA","SOG.AF8.R.AF8.SA","MOG.AF8.R.AF8.SA","IOG.AF8.R.AF8.SA","FFG.AF8.R.AF8.SA","PoCG.AF8.R.AF8.SA","SPG.AF8.R.AF8.SA","IPL.AF8.R.AF8.SA","SMG.AF8.R.AF8.SA","ANG.AF8.R.AF8.SA","PCUN.AF8.R.AF8.SA","PCL.AF8.R.AF8.SA","HES.AF8.R.AF8.SA","STG.AF8.R.AF8.SA","TPOsup.AF8.R.AF8.SA","MTG.AF8.R.AF8.SA","TPOmid.AF8.R.AF8.SA","ITG.AF8.R.AF8.SA"
"PHG.AF8.R.AF8.SA","0.5718371","0.4268750","0.6283361","0.5442630","0.572515289126095","0.5174940","0.66325087284626","0.458645904127736","0.4707015","0.5174218","0.48376855","0.5215840","0.593090127496605","0.340279687382797","0.5199277","0.91440180831215","0.39402856952271","0.6579042","0.9999998","0.327038075900909","0.58958026","0.307086268855973","0.357395483420028","0.535246183993107","0.999825762262261","0.634810584575006","0.6419938","0.693204967389221","0.6287149","0.99968703","0.624551633","0.6996888","0.243070407004803","0.999941641112651","0.4690782","0.5267452","0.6932512","0.839124511027177","0.4289978","0.4476615","0.5096769","0.5902001","0.5468195","0.7878281","0.5634087","0.342307083592469","0.7179834","0.999985617463773","0.372438092566446","0.999999817497675","0.8323153","0.6878073","0.52365741","0.5442825","0.41940550","0.6414589","0.356477206291554","1","0.48454863","0.5416818","0.557486196863118","0.397743903321694","0.587240403481952","0.303131421944861","0.4095824","0.5346658","0.55625178","0.665323180967092","0.37153564","0.48951187","0.5274213","0.741648006737243","0.999998513926582","0.6009591","0.6598403","0.6677647","0.999999979549262","0.6198554"
"CAL.AF8.R.AF8.SA","0.5553281","0.4593804","0.5467065","0.5433317","0.999999994852422","0.6884290","0.137313881508193","0.463671395702173","0.5716759","0.5414118","0.28901818","0.2886994","0.999912774629659","0.310733910601522","0.4962838","0.908821236181996","0.657598909677486","0.4372680","0.3267049","0.913798351973731","0.89049301","0.99997885413643","0.571996717244897","0.757529414293031","0.999983791638418","0.596073119504938","0.8615704","0.323836864061229","0.2249853","0.70816635","0.259097035","0.6196574","0.591618528836229","0.999993428557108","0.4593572","0.8854197","0.5130975","0.48496848665514","0.4428709","0.6133907","0.4765598","0.9999995","0.5539645","0.5403433","0.2981340","0.405865258236814","0.4258339","0.765038726803977","0.263573155958185","0.999999932696741","0.5133677","0.5106925","0.41274015","0.3548921","0.52510174","0.4343191","0.336652628456783","0.4878719","1","0.9379712","0.587623932741505","0.969705279079274","0.806573295510494","0.991006123247465","0.6511394","0.6438205","0.40750584","0.580291838087561","0.32107389","0.19157695","0.6309207","0.397737642482393","0.999999981681693","0.5718621","0.5774994","0.4730356","0.999998022844931","0.4172941"
"CUN.AF8.R.AF8.SA","0.6130932","0.5564680","0.4691391","0.6276340","0.996347492807051","0.5366802","0.761857191377034","0.313773494931928","0.6591209","0.5889502","0.40780278","0.6210363","0.999987321250347","0.999109358077857","0.5506874","0.984901550743274","0.43831369735368","0.2248629","0.4651078","0.608874876346075","0.94536459","0.834534324284431","0.77901478985734","0.687917428017001","0.839805176994354","0.892660729742269","0.6173098","0.513050447483428","0.5269629","0.65530304","0.278938743","0.7209338","0.284648567404965","0.999999610559814","0.7012035","0.5197312","0.5270285","0.291191147356045","0.4344278","0.6583785","0.4362156","0.6628576","0.6241829","0.5948126","0.3961488","0.634528404324301","0.2615619","0.906633781821377","0.584328924860533","0.999999986151387","0.5188558","0.6696231","0.71297336","0.6137306","0.94053743","0.5811368","0.285245683251203","0.5216283","0.94981488","1","0.735186045509062","0.944171156652789","0.63493904145612","0.663986638255735","0.6626267","0.6952408","0.48836663","0.338587109670288","0.42124946","0.17787416","0.6544285","0.424754105872203","0.99999997599535","0.7372273","0.4481707","0.4918993","0.999999849896924","0.7711865"
"LING.AF8.R.AF8.SA","0.6161589","0.2522115","0.3406935","0.6094342","0.603759707952496","0.3776825","0.293332559125001","0.083909803035957","0.5252898","0.6414093","0.26450041","0.4512889","0.999997994643012","0.146995522670988","0.4385049","0.72677498042498","0.693586863061422","0.1504334","0.4248323","0.730585653685406","0.54091523","0.999997061603914","0.271288145931855","0.558112205701364","0.999988804903353","0.521000142154191","0.4830757","0.237788057161898","0.6854803","0.31210050","0.375976863","0.3651177","0.286814046455572","0.999930384714853","0.5487861","0.5662565","0.5761335","0","0.3483738","0.4690187","0.6014195","0.3662111","0.4598192","0.4135282","0.1327560","0.889514793523242","0.2153656","0.551165381675596","0.224644910067213","0.99999999989343","0.6959419","0.3856305","0.20590958","0.2180655","0.85672996","0.3232295","0.319973278893374","0.5576902","0.61408417","0.7948753","1","0.409169806681702","0.485722907020107","0.812603827479975","0.5121852","0.5176395","0.37463758","0.575739741412458","0.40240379","0.32795160","0.5364175","0.544434336099273","0","0.4817958","0.3905784","0.4431562","0.999629147410227","0.2660084"
"SOG.AF8.R.AF8.SA","0.5663562","0.7305896","0.6232590","0.5549280","0.69488916274616","0.4309408","0.375174379877817","0.591619474964262","0.3895426","0.6743129","0.35138765","0.6124815","0.987163883598244","0","0.4652138","0.999998925774541","0.106088436136373","0.1469445","0.5197799","0.645483947105917","0.75659178","0.605465019181847","0.999999998502287","0.722467047518097","0.999558318903174","0.666780957851359","0.5427980","0.999998276107438","0.4459579","0.71661766","0.315159668","0.8902446","0.536593585059661","0.999972049131836","0.7609708","0.4199511","0.5100123","0.522606277122469","0.5195812","0.5920583","0.6180094","0.6978880","0.5504641","0.6807757","0.5981728","0","0.6432788","0.668780855661285","0.809134229542351","0.999997748702651","0.6158634","0.7607312","0.49707462","0.4393860","0.99998034","0.5795748","0.320694730617494","0.3868772","0.93550719","0.9384409","0.38083644863664","1","0.665458590113867","0.755417974572963","0.6587214","0.4201309","0.97640406","0.468669658215663","0.08816534","0.33132703","0.7097903","0.649831673358418","0.999991754312684","0.4539024","0.6472098","0.5233305","0.999997307332047","0.6612255"
"MOG.AF8.R.AF8.SA","0.6245886","0.6209056","0.7273025","0.6732260","0.999717086305146","0.7786789","0.05220254505696","0.584677290188031","0.4950890","0.4782267","0.35562252","0.6648157","0.517354431207794","0.479590829503185","0.6946613","0.988568355477986","0.711293874025777","0.9999992","0.5437130","0.562558326245206","0.55206391","0.646201640752876","0.690046825180345","0.99999844402956","0.999972435548132","0.959138913911134","0.8493966","0.699594955050616","0.7598126","0.68460165","0.731645544","0.6409751","0.491821026838131","0","0.7323804","0.8814227","0.8491218","0.516142258229831","0.7281568","0.6037133","0.6052544","0.9500519","0.5807198","0.8619164","0.5738765","0.999966965962999","0.5714507","0.970997454361478","0.530687466071744","0.999999974683152","0.6417291","0.7219254","0.68390841","0.6375922","0.70353848","0.4464098","0.516615724626198","0.6087409","0.84101612","0.6580306","0.469723515944701","0.674725184004803","1","0.972795234747886","0.7468508","0.7427069","0.79782646","0.815572586631597","0.35577054","0.77510829","0.6785251","0.556181306221041","0.999999366804177","0.9999990","0.7908152","0.8533418","0.99999999994113","0.9999979"
"IOG.AF8.R.AF8.SA","0.7626957","0.4921621","0.7271822","0.6267328","0.604305960741597","0.7129740","0.440653976518738","0.735743061446314","0.2419726","0.3105774","0.02363869","0.3855637","0.999906152571499","0","0.6018098","0.509093654484183","0.694485672427182","0.6143038","0.3765077","0.786484290642699","0.50125112","0.63101080422572","0.531586979603591","0.84431381439325","0.999999993647419","0.664824083606133","0.7999586","0.466347586289247","0.6819523","0.74797447","0.899907225","0.3805646","0.503819748593811","0.999999459248005","0.7201831","0.8123440","0.9569442","0.508473269620066","0.7789518","0.6988370","0.5514495","0.3990184","0.3987757","0.4427829","0.5406917","0.795807598649938","0.7081900","0.627228908481426","0.428015093333581","0.999999354591544","0.7525519","0.4588531","0.08764769","0.9997692","0.66446596","0.3642587","0.409715155130423","0.3379663","0.71134110","0.7666793","0.749620622349689","0.786234136374648","0.976280482424262","1","0.9220194","0.6698919","0.41324123","0.375501103763977","0.27726761","0.50161845","0.5513985","0.354837061525379","0.999999909793389","0.7251162","0.6699143","0.7754279","0.999989486733466","1"
"FFG.AF8.R.AF8.SA","0.6995012","0.6297940","0.6988242","0.7702100","0.722047164893763","0.7379727","0.589203425191883","0.565340260568445","0.7909620","0.9054042","0.32949348","0.4827945","0.990351264510898","0.466066249188256","0.7088897","0.780816646742687","0.760894118312585","0.7171130","0.6655418","0.64451349493597","0.64186360","0.701693419227564","0.527490003633254","0.73534185159569","0.799769681585092","0.99999214054779","0.7967190","0.524352864797423","0.4289937","0.74348509","0.524173738","0.6991826","0.482337793675708","0.99999885894857","0.7148570","0.8276360","0.7334752","0.649199348287054","0.6997818","0.5550609","0.6062378","0.7062927","0.6481521","0.7253723","0.5894053","0.81723934063429","0.6215734","0.745856653187088","0.65252323722031","0.999977899082392","0.7305764","0.5930769","0.38726875","0.5809989","0.79494931","0.7545033","0.509273371277789","0.4208213","0.65451878","0.6778532","0.475397130287336","0.673457012677818","0.727038022380483","0.80542842716036","1","0.6799016","0.58793220","0.894246148463895","0.39557634","0.48887637","0.6839332","0.670154516382008","0.999999998379081","0.8339456","0.6248861","0.5692616","0.999999999336079","0.8510120"
"PoCG.AF8.R.AF8.SA","0.7754271","0.7515556","0.5159918","0.7546797","0.529099650684089","0.8230752","0.631338670272342","0.999638165528091","0.6289031","0.9370045","0.55140319","0.7085196","0.999962437687763","0.492514434404612","0.5835714","0.973895837874581","0.692568334147162","0.4720496","0.4855248","0.636451020549499","0.60346620","0.8473282021052","0.613374564087529","0.546551748605811","0.999721294513636","0.722965950601386","0.9259339","0.775017295249692","0.6846270","0.80568861","0.542555376","0.7789431","0.706607584914399","0.9999996696898","0.7565289","0.9999936","0.6966130","0.581850611952062","0.9813044","0.8990869","0.7552157","0.7621230","0.7763213","0.4490278","0.4858995","0.702034106684149","0.6590096","0.651134187408818","0.654269409915811","0.999999997247346","0.7841975","0.6815112","0.60476096","0.4845981","0.99934012","0.9240083","0.255890546127157","0.5547332","0.64704978","0.7143768","0.481405729566227","0.439470287472995","0.739840666955727","0.61285938531185","0.6703725","1","0.78572820","0.818457664607743","0.50341905","0.48405911","0.8672662","0.8653053858351","0.999998223322457","0.4336304","0.6762966","0.7493532","0.999999778034831","0.7856224"
"SPG.AF8.R.AF8.SA","0.7028604","0.5908710","0.6927343","0.7683298","0.999927121002496","0.8767414","0.122916640918536","0.669227428664026","0.5759182","0.6821469","0.66615397","0.7024447","0.999988848069024","0.597635747388716","0.6455519","0.999979605088919","0.597919633365534","0.5693139","0.7891840","0.542655979733159","0.62795209","0.420156044814354","0.7864747525617","0.599877600446026","0.999974816004974","0.835542997976905","0.6441765","0.999999726013728","0.6757671","0.33772141","0.689576248","0.9157214","0.727932488816988","0.999947419227356","0.2571956","0.5576022","0.6309222","0.770485157383179","0.7358249","0.6263995","0.5956129","0.6340670","0.7323003","0.8099012","0.5268492","0.212866708957536","0.8758666","0.744101437275707","0.585539628642648","0.999999946598858","0.7704988","0.6455389","0.52620966","0.4414926","0.92072605","0.8115216","0.456520491731873","0.5527514","0.40350143","0.5116610","0.346857682182791","0.999986219480779","0.781330730195108","0.343429080741482","0.5798204","0.7858088","1","0.681561456633208","0.36969474","0.83927347","0.9667881","0.919060708050904","0.999999683100033","0.5974323","0.7343665","0.6917580","0.999999614130781","0.5783448"
"IPL.AF8.R.AF8.SA","0.5757861","0.7100882","0.8778458","0.7635764","0.99999725384226","0.6647912","0","0.766030033577862","0.6855804","0.4417943","0.55441076","0.5224812","0.998858048888149","0.497022167690992","0.7241242","0.999978582906504","0.874821826944803","0.5514822","0.9008012","0.58106932490619","0.83754823","0.116034708701708","0.794995738568074","0.820480323972852","0.99943200864726","0.998161407188706","0.6868929","0.753448643023873","0.9270033","0.99999698","0.762893249","0.9845314","0.999695851789279","0.999997875715063","0.7802507","0.7584592","0.8334374","0.814008755882664","0.7217133","0.8163548","0.7068679","0.6440325","0.7517520","0.7339419","0.6471990","0.291463261035937","0.5678055","0.999999990358148","0.56094858917449","0.999998285501245","0.7382799","0.5378577","0.72072257","0.6692667","0.74618764","0.7021352","0.637658097748346","0.6628515","0.58359167","0.3705273","0.536217350395698","0.502070674101716","0.827319870872095","0.367095771335586","0.8959824","0.8374094","0.71585150","1","0.48493013","0.56653315","0.9848468","0.999999765391152","0.999999090967936","0.9999839","0.9153923","0.9534104","0.999990301758497","0.8195956"
"SMG.AF8.R.AF8.SA","0.5083616","0.2517594","0.5027315","0.7901781","0.483538254061271","0.5285282","0.062447027269043","0.442389823079481","0.5801766","0.3578414","0.54995658","0.4062155","0.99980513283344","0.398677068615178","0.5161121","0.999998362481984","0.418223898662659","0.5630108","0.3812289","0.220341461101933","0.09147559","0.15612714937451","0.076117562751685","0.332708527465795","0.99039262179556","0.415231293072935","0.4135316","0.398864571232449","0.6095492","0.99998918","0.618666956","0.4287526","0.587046999358704","0.999992305072103","0.6837063","0.5492238","0.6135307","0.999954528251637","0.6037939","0.5543677","0.3955046","0.5047601","0.3750059","0.3864671","0.3821420","0.402665398063293","0.3668583","0.710103963488619","0.500148640715755","0.999999999728166","0.3793214","0.4878146","0.40394907","0.3356834","0.99924881","0.3723513","0.291211399697636","0.3580913","0.31575701","0.4202965","0.382256869573207","0.104813801858073","0.341525342950708","0.195678337259609","0.4019685","0.5134279","0.37537090","0.447259654612602","1","0.43648628","0.4688256","0.352341010928725","0.999999621855157","0.5537949","0.4986844","0.5292037","0.999998996120012","0.4233275"
"ANG.AF8.R.AF8.SA","0.4918213","0.5225750","0.5860742","0.5268303","0.8034098268052","0.5317196","0.771387779142222","0.590440339154435","0.3163490","0.3110377","0.45933009","0.2856692","0.999547397762438","0.774503860608897","0.6086956","0.999849438206103","0.553058494199035","0.6615991","0.7293512","0.326732739149756","0.31392159","0.047770008489736","0.228670837173023","0.893060837568378","0.99803412724903","0.992927675123143","0.5941401","0.506769502562763","0.6883039","0.87347916","0.984353204","0.4619438","0.489328588155939","0.999999486269527","0.5559502","0.4423299","0.6655938","0.212972722913557","0.5745947","0.5611730","0.4135107","0.7058055","0.7369392","0.5262370","0.3634436","0.093035547032569","0.3651894","0.999999777656396","0.344474088059078","0.999993688304573","0.4923839","0.5627540","0.44207909","0.4212787","0.60075921","0.5523363","0.333265442498724","0.4902848","0.18437418","0.2266396","0.307355857650457","0.342912830808804","0.756672494233597","0.467435992197498","0.4975948","0.4823901","0.80767266","0.551680014815518","0.45583139","1","0.5115448","0.868352346372395","0.999999720581136","0.7024397","0.6332181","0.7732020","0.999999001838769","0.7202836"
"PCUN.AF8.R.AF8.SA","0.5711272","0.6290805","0.8457754","0.6607940","0.771810313429482","0.7020672","0.400971849960551","0.749779149027073","0.6533738","0.6281386","0.46750513","0.6391886","0.850543608617504","0.962661404528421","0.6734584","0.999952399289314","0.646462996435454","0.7645849","0.5969447","0.633189408788264","0.77448532","0.425889895318025","0.576621697248272","0.654404797533477","0.999944791829133","0.979531976410925","0.9912735","0.772296162927537","0.6597967","0.92849538","0.561071375","0.9999978","0.756414280286104","0.999999975948565","0.4703381","0.6769069","0.7219804","0.608481556425589","0.6249631","0.5774531","0.4936173","0.7755635","0.6417633","0.8721871","0.5156026","0.510593589846689","0.7210949","0.863403375064734","0.617198305255028","0.999989632670511","0.7497203","0.8281686","0.69353427","0.4950709","0.59450399","0.7976314","0.569306339546812","0.5259256","0.63799386","0.6506717","0.532043469448024","0.717530445890508","0.667737483994923","0.530266010944217","0.6863387","0.8887829","0.99291565","0.999999991715592","0.45823938","0.50957397","1","0.792420780939845","0.999999990668959","0.7324929","0.7294741","0.6683167","0.999999952327422","0.6826955"
"PCL.AF8.R.AF8.SA","0.6921635","0.8286543","0.8062402","0.8283530","0.94151023560403","0.8695796","0.182481172223612","0.448410172623691","0.7763242","0.7145688","0.49922240","0.7340719","0.999991807762127","0.602564047861316","0.4687371","0.999998178870471","0.561520904248448","0.7595667","0.5872450","0.523746141626728","0.56660534","0.852396400005414","0.503481398136844","0.859490836125169","0.988195038042322","0.919714999720978","0.9811697","0.548469808995573","0.5856767","0.70132261","0.434448156","0.9488094","0.994579030079393","0","0.6849429","0.9999998","0.5938063","0.647920296589359","0.5820255","0.9479956","0.7086980","0.7186304","0.7501990","0.9999962","0.5510282","0","0.8400972","0.99999997548353","0.641106440583479","0","0.9940381","0.8517411","0.63661648","0.4950465","0.97669697","0.9911273","0.258235033960791","0.7349571","0.40691894","0.4706030","0.537282366795104","0.662769506654221","0.555881557184713","0.323361241342724","0.6970341","0.8831274","0.95118915","0.999999984288969","0.39489982","0.90791017","0.7859263","1","0.999998828064347","0.6954770","0.8801626","0.7479396","0.999999885964098","0.7307278"
"HES.AF8.R.AF8.SA","0.9999544","0.9997931","0.9999998","0.9997466","0.999999390781145","0.9999987","0.644080441235861","0.951941513853417","1","0.9992615","0.99999993","1","0.999886129889022","0.798218280965601","0.9998973","0.99999553433508","0.999999959769179","0.9933214","0.9683253","0.963531113184071","0.99994563","0.995882057984812","0.999987749314476","0.997947706701443","0","0","0.9992762","0.99877111524712","0.9999982","0.99888443","0.999631798","0.9999580","0","0.985766238013804","0.9999756","0.9931364","0.9999940","0","0.9997718","0.9998204","0.9973719","0.9999992","0.9999939","0.9997857","0.9972823","0","0.9969129","0.999999968822197","0.999372875900879","0.999974121792069","0.9999997","0.9999982","0.91269516","0.9992855","0.99893610","0.9999962","0.999997760539038","0.9999834","0.99999989","0.9845988","0","0.996535385510917","0.9999976715702","0.999969849977046","0.9999814","0.9998665","0.97537350","0.999755234837949","0.99995748","0.99996707","0.9999213","0.998697339451756","1","0.9999740","0.9999711","0.9980453","0.999096283060118","0.9995559"
"STG.AF8.R.AF8.SA","0.5944431","0.6392176","0.9999720","0.5975688","0.173534639249153","0.9224551","0.999995064169739","0.60127775633195","0.9999021","0.9640213","0.58744923","0.9999533","0.647219292135593","0.797268708841557","0.8700801","0.853693174489095","0.884026061653721","0.9999967","0.4751264","0.614252209675853","0.46220030","0.839170278119974","0.122764187912344","0.500558245051676","0.999997339238495","0.970552873020272","0.6104151","0.734186144405521","0.7866424","0.76637598","0.718506484","0.4236479","0.558264800929684","0.999999876304869","0.9999991","0.6199700","0.9997511","0.240693855010827","0.9721785","0.7066131","0.6021516","0.9999989","0.4570469","0.6501395","0.8337261","0.9999834850374","0.7925978","0.999998714318335","0.558725369313906","0.999974789027853","0.9999833","0.7729827","0.94307869","0.6260573","0.99999955","0.9476428","0.572198984253421","0.5708030","0.50661349","0.7433447","0.411641813859611","0.454942300066807","0.98305990631013","0.516947442023183","0.8453485","0.4022697","0.57720771","0.999997774657542","0.49912572","0.69981186","0.7305460","0.670180457739185","0.999999999677525","1","0.6630231","0.8225334","0.99999954797813","0.9649538"
"TPOsup.AF8.R.AF8.SA","0.6876777","0.5756718","0.6430879","0.7317688","0.706281065620498","0.6624138","0.204320772883784","0.958620332939021","0.3344817","0.3800337","0.40750817","0.6678226","0.999999384713969","0.468760360803127","0.7312927","0.999999799128678","0.584897361473597","0.6896996","0.9959430","0.470928998144504","0.44985072","0.339892950956285","0.535146746250514","0.676914358661068","0.999999641341727","0.990804326274785","0.6615506","0.790176804670819","0.8140975","0.84064941","0.736807825","0.6968212","0.311847783893225","0.999987911737384","0.5255951","0.8997851","0.6014986","0.549958178606256","0.6614649","0.6849752","0.5572654","0.5031499","0.6048835","0.6816524","0.4621552","0.999510187460332","0.6017534","0.669650191443882","0.776193801305392","0.999999998286765","0.7578531","0.8635034","0.58540205","0.7291549","0.99928717","0.5851776","0.722272252743849","0.6192603","0.54018126","0.4362489","0.328533900281773","0.619681120070836","0.756727297135215","0.578576453269219","0.5935409","0.6584250","0.72369797","0.883306700967362","0.46813214","0.59384552","0.7060720","0.848060089291122","0.999999972450207","0.6404941","1","0.6007659","0.999999829817391","0.6306018"
"MTG.AF8.R.AF8.SA","0.7157696","0.6868797","0.6523119","0.7309916","0.691096128860412","0.7045367","0.55703866207448","0.632452065570127","0.6025179","0.6875906","0.45962919","0.7031618","0.826289420396963","0.965876491635455","0.6906587","0.751586379112611","0.660243153301615","0.6556822","0.7501093","0.500494618519648","0.63251431","0.51315175729683","0.553532023831014","0.854680498142627","0.999998442561101","0.753633067434567","0.7444548","0.485226100330119","0.7779513","0.93073823","0.715381880","0.5572828","0.717846138870123","0.999975047044998","0.8430052","0.6017519","0.9892312","0.509073477424988","0.8223027","0.7467342","0.7128525","0.8019457","0.7132284","0.7654982","0.4408823","0.466761018159754","0.6144389","0.859448054585187","0.579261724383401","0.999997209929312","0.7967563","0.6412483","0.55527678","0.5749173","0.81659021","0.7111522","0.579711420823941","0.6707504","0.47285194","0.5042622","0.42500910136896","0.532589293620208","0.861187081187677","0.755173654534166","0.5710660","0.7703743","0.70318918","0.970447646554763","0.51809186","0.78714940","0.6753582","0.747569584475805","0.999999635570734","0.8375900","0.6316233","1","0.999999903889803","0.8079359"
"TPOmid.AF8.R.AF8.SA","1","0.9999168","0.9999939","0.9999964","0.982094050326326","1","0","0.999998122370874","0.9999998","0.9884566","0.99999996","0.9999707","0.999106123094939","0.999996483566732","0.9999987","0.940664394845428","0.999991446280284","0.9999372","0.9998054","0.998107996031873","0.99669646","0.995030058465069","0.999997929930029","0.999070942393885","0","0.949889101849287","0.9991763","0.992844171317969","0.9999930","0.99999974","0.999998109","0.9998903","0.978431483386061","0.992425563880163","0.9973642","0.9999995","0.9956297","0.99999962657009","0.9999931","0.9999712","0.9999992","0.9999996","0.9998584","0.9999988","0.9999980","0.999999746887669","0.9999983","0.999984212757823","0.999998681120641","0.809471050234097","0.9999777","0.9999998","0.99999896","0.9999995","0.99989515","0.9999857","0.994828469827673","0.9999995","0.99556962","0.9986200","0","0.999999256998389","0.999998192921936","0.999754614635487","0.9999979","0.9999964","0.99943047","0.996360305362898","0.99550283","0.99976706","0.9981694","0.999993852087911","0.988362183646358","0.9999596","0.9996927","0.9952069","1","0.9521616"
"ITG.AF8.R.AF8.SA","0.7047271","0.5496907","0.8171977","0.7190546","0.999997227872387","0.8036383","0.441861021410909","0.591814528174833","0.6070742","0.5034342","0.46223583","0.9999925","0.999998194400496","0.454914245190542","0.6980543","0.999071699508069","0.607912342164944","0.9997571","0.7070700","0.527118509543019","0.41785675","0.623330665688111","0.485265099623862","0.76374796451717","0.999938524272281","0.767776275974652","0.6317019","0.903300707965287","0.9999968","0.73662284","0.833941850","0.5762495","0.451406685303209","0.999999565820072","0.7706194","0.9999327","0.9999271","0.555747939137217","0.9281745","0.5943129","0.6780223","0.8956193","0.6493548","0.7976971","0.4529180","0.962807537710073","0.7508482","0.95614807815731","0.767556705879752","0.999999999974651","0.7323517","0.6745928","0.46758536","0.5340006","0.73919060","0.9870788","0.507568665262869","0.5819159","0.40536714","0.7287198","0.250576836334524","0.660833042055636","0.998692067981878","0.999987582442927","0.8719881","0.8284867","0.58066329","0.927043839501693","0.50050811","0.71011127","0.6728259","0.725225907666807","0.999999666322757","0.9983527","0.6498934","0.7938372","0.999996360744758","1"
